Date,User,Tweet,newTweet,newTweet1,tokens
2014-05-06 03:49:07+00:00,narendramodi,सामाजिक रूप से निचले वर्ग से आया हूँ इसलिये मेरी राजनीति उन लोगों के लिये ‘नीच राजनीति’ ही होगी |,Socially come lower class politics low politics people,Socially come lower class politics low politics people,socially come lower class politics low politics people
2014-05-05 14:58:22+00:00,narendramodi,#NowFollowing @superstarrajini. Delighted to see the Superstar on Twitter. A warm welcome http://t.co/ewcPnySggb,NowFollowing superstarrajini Delighted see Superstar Twitter warm welcome http co ewcPnySggb,NowFollowing superstarrajini Delighted see Superstar Twitter warm welcome co ewcPnySggb,nowfollowing superstarrajini delight superstar twitter warm welcome ewcpnysggb
2014-05-05 14:56:14+00:00,narendramodi,My best wishes to pilgrims from all over India as the Badrinath Temple opens today.,best wishes pilgrims India Badrinath Temple opens today,best wishes pilgrims India Badrinath Temple opens today,best wish pilgrims india badrinath temple open today
2014-05-05 12:25:11+00:00,narendramodi,A vote for @smritiirani is a vote for progress. She will do for Amethi in 60 months what they never did all these yrs http://t.co/IfWBecjXHn,vote smritiirani vote progress Amethi 60 months never yrs http co IfWBecjXHn,vote smritiirani vote progress Amethi 60 months never yrs co IfWBecjXHn,vote smritiirani vote progress amethi months yrs ifwbecjxh
2014-05-05 12:24:04+00:00,narendramodi,They looted the nation in the name of the poor but now it is the son of a poor man who is challenging them. They are not able to digest that,looted nation name poor son poor man challenging able digest,looted nation name poor son poor man challenging able digest,ooted nation poor son poor man challenge able digest
2014-05-05 12:23:41+00:00,narendramodi,A leader talking about women empowerment has failed to build facilities to educate girls in his own constituency! What can be more ironical.,leader talking women empowerment failed build facilities educate girls constituency ironical,leader talking women empowerment failed build facilities educate girls constituency ironical,eader talk women empowerment fail build facilities educate girls constituency ironica
2014-05-05 12:23:20+00:00,narendramodi,Congress leaders can talk about everything from Modi to the Gujarat model but have they spoken a word on what they have done for Amethi?,Congress leaders talk everything Modi Gujarat model spoken word done Amethi,Congress leaders talk everything Modi Gujarat model spoken word done Amethi,congress leaders talk modi gujarat model speak word ameth
2014-05-05 12:22:53+00:00,narendramodi,I went to Amethi with a message of change. For years 1 family has ruined Amethi. I went to sow seeds of a better future for Amethi.,went Amethi message change years 1 family ruined Amethi went sow seeds better future Amethi,went Amethi message change years 1 family ruined Amethi went sow seeds better future Amethi,go amethi message change years family ruin amethi go sow seed better future ameth
2014-05-05 12:22:00+00:00,narendramodi,Thank you Amethi. Send a Lotus to Delhi from Amethi &amp; make @smritiirani victorious by a record margin! http://t.co/ycPoonUT3f,Thank Amethi Send Lotus Delhi Amethi make smritiirani victorious record margin http co ycPoonUT3f,Thank Amethi Send Lotus Delhi Amethi make smritiirani victorious record margin co ycPoonUT3f,thank amethi send lotus delhi amethi smritiirani victorious record margin ycpoonutf
2014-05-05 10:14:38+00:00,narendramodi,Amethi elected 3 members of 1 family over the years but what did it get? This BJP Charge Sheet tells you just that http://t.co/EQyFwTDrTs,Amethi elected 3 members 1 family years get BJP Charge Sheet tells http co EQyFwTDrTs,Amethi elected 3 members 1 family years get BJP Charge Sheet tells co EQyFwTDrTs,amethi elect members family years bjp charge sheet tell eqyfwtdrts
2014-05-05 10:13:11+00:00,narendramodi,"After addressing rallies across UP, will address a rally in Amethi in support of @smritiirani. Looking forward to the rally.",addressing rallies across address rally Amethi support smritiirani Looking forward rally,addressing rallies across address rally Amethi support smritiirani Looking forward rally,address rally address rally amethi support smritiirani look forward rally
2014-05-05 09:29:45+00:00,narendramodi,'Amethi's untold story' -a video released at BJP Press Conference...every Indian should watch before voting http://t.co/e7SK4RyZfG,Amethi untold story video released BJP Press Conference every Indian voting http co e7SK4RyZfG,Amethi untold story video released BJP Press Conference every Indian voting co e7SK4RyZfG,amethi untold story video release bjp press conference indian vote eskryzfg
2014-05-04 16:00:35+00:00,narendramodi,Election process has been long but people's excitement is only increasing. Direction of wind is very clear http://t.co/NC5GwHM18l,Election process long people excitement increasing Direction wind clear http co NC5GwHM18l,Election process long people excitement increasing Direction wind clear co NC5GwHM18l,election process long people excitement increase direction wind clear ncgwhm
2014-05-04 16:00:01+00:00,narendramodi,"Over 6 lakh weavers lost their jobs. A package of Rs. 6,000 cr was announced but nothing reached the weavers. Its deeply distressing.",6 lakh weavers lost jobs package Rs 6 000 cr announced nothing reached weavers deeply distressing,6 lakh weavers lost jobs package Rs 6 000 cr announced nothing reached weavers deeply distressing,lakh weavers lose job package announce reach weavers deeply distress
2014-05-04 15:59:41+00:00,narendramodi,Places where I addressed 3D rallies have significant number of weavers. Its appalling how UPA has ignored the wellbeing of the weavers.,Places addressed 3D rallies significant number weavers appalling UPA ignored wellbeing weavers,Places addressed 3D rallies significant number weavers appalling UPA ignored wellbeing weavers,place address rally significant number weavers appal upa ignore wellbeing weavers
2014-05-04 15:58:49+00:00,narendramodi,Began speech by expressing condolences to families of those who lost their lives in train accident in Maharashtra. Prayers with the injured.,Began speech expressing condolences families lost lives train accident Maharashtra Prayers injured,Began speech expressing condolences families lost lives train accident Maharashtra Prayers injured,begin speech express condolences families lose live train accident maharashtra prayers injure
2014-05-04 15:58:30+00:00,narendramodi,People from over 100 locations where polling is expected to take place in the remaining 2 phases joined the 3D rallies today.,People 100 locations polling expected take place remaining 2 phases joined 3D rallies today,People 100 locations polling expected take place remaining 2 phases joined 3D rallies today,people locations poll expect place remain phase join rally today
2014-05-04 14:18:46+00:00,narendramodi,I am very happy that the doors of the holy Kedarnath Temple have once again opened for pilgrims. My best wishes to the pilgrims!,happy doors holy Kedarnath Temple opened pilgrims best wishes pilgrims,happy doors holy Kedarnath Temple opened pilgrims best wishes pilgrims,happy doors holy kedarnath temple open pilgrims best wish pilgrims
2014-05-04 13:56:28+00:00,narendramodi,Will now address the Bharat Vijay 3D rallies. Looking forward to connecting with people from all over the country http://t.co/8M4BOWSQ8C,address Bharat Vijay 3D rallies Looking forward connecting people country http co 8M4BOWSQ8C,address Bharat Vijay 3D rallies Looking forward connecting people country co 8M4BOWSQ8C,address bharat vijay rally look forward connect people country mbowsqc
2014-05-04 13:54:17+00:00,narendramodi,Support NDA for a strong &amp; stable Govt. that will bring an end to votebank politics that has divided our nation http://t.co/OjndyQYjRc,Support NDA strong stable Govt bring end votebank politics divided nation http co OjndyQYjRc,Support NDA strong stable Govt bring end votebank politics divided nation co OjndyQYjRc,support nda strong stable govt bring end votebank politics divide nation ojndyqyjrc
2014-05-04 13:52:58+00:00,narendramodi,A short video capturing the enthusiasm at Allahabad rally https://t.co/wDEI9bS5ml,short video capturing enthusiasm Allahabad rally https co wDEI9bS5ml,short video capturing enthusiasm Allahabad rally https co wDEI9bS5ml,short video capture enthusiasm allahabad rally wdeibsm
